EGR,phi,P,Tin,T,u,dF,CH4,H2,O2,CO,CO2,H2O
0.0,1.1,500000.0000000004,299.9999999999999,2225.12394463905,0.1999853645688232,0.00014515603808193492,7.182968824929042e-14,0.011919644954840568,9.331565677912055e-05,0.025295463464931674,0.07580454703990602,0.19162564336326526
0.5,1.2,500000.0000000002,299.9999999999998,1909.441052438512,0.0482592566769549,0.0004560234939030183,2.1022187744388997e-12,0.014760366976668372,6.046056283200223e-07,0.049985469136456545,0.14431551615340152,0.18092293606185225
0.5,0.95,500000.0000000002,299.9999999999998,2028.357846491851,0.08641942436375351,0.00027297512513381223,1.4864240513651205e-19,0.0002713074785798018,0.009623227883966709,0.0012603877445026422,0.16432624494758796,0.16579053522777784
0.7,1.15,500000.0000000001,300.0000000000005,1727.985034081807,0.01501795087044008,0.0012448813957949524,2.988564118838498e-11,0.00688029567171755,8.64568066872087e-08,0.03653578494576536,0.24378919624789322,0.1621240030505392
0.1,1.0,500000.0000000002,300.0000000000002,2236.571617672722,0.1824670123044924,0.00015702190109767068,7.101861890261681e-17,0.001984108987891553,0.0036551210335829675,0.005680400717620731,0.09780436484467256,0.18460488328085067
0.3,1.15,100000.0,300.0000000000001,2071.658425501837,0.261362649521217,0.0005567765475177672,1.4103400663911637e-14,0.014256483287838002,0.00012706996523412274,0.03854523776133075,0.10414295210017939,0.18656755756470014
0.1,0.85,500000.0000000003,299.9999999999999,2060.762707107829,0.1422615088611994,0.00018007008074926543,1.7881328205808525e-20,0.00019301013498664718,0.02893953353934429,0.0005116500511928563,0.08917881251960134,0.16162103087586116
0.1,1.1,100000.0000000001,300.0,2178.881656924538,0.3506319576168495,0.0004595397799480091,2.77566219687818e-15,0.011601117544839697,0.0006453470131522281,0.026967589828321512,0.08401830666492445,0.18858181860182632
0.7,0.8,500000.0000000003,299.9999999999991,1683.849957121546,0.02184004815303476,0.0008125420973407014,4.925835591707865e-16,5.518734294845896e-06,0.03303827675959424,3.074770696812826e-05,0.21837977258711108,0.1313976337905881
0.3,0.8,100000.0000000001,299.9999999999999,1929.489078596938,0.2061672944020548,0.0006390534902594057,1.5533212848283138e-21,0.00021326247222376834,0.03772203953169763,0.0006686767963999689,0.10593765899606514,0.14930780403707375
0.7,0.9,500000.0000000003,300.0,1781.037413392243,0.02834087529290653,0.0006642479155495409,5.715287961211341e-21,2.2840257470161255e-05,0.016347944140670513,0.00014202318419297464,0.23885652195021578,0.14386177040748302
0.1,1.05,100000.0000000001,299.9999999999999,2194.901538828007,0.3519552589879835,0.00046152734974804995,3.2036246031696455e-16,0.0068965259164741385,0.0023521120400987025,0.017562503258166707,0.0896627958580537,0.1858785248179025
0.7,0.8,100000.0000000001,299.9999999999991,1681.182756028769,0.07142607204588959,0.0013838457638375428,7.0283532313945295e-19,3.286412338269674e-05,0.03311846066147588,0.0001929448079329401,0.21808557311614862,0.13127117605295185
0.0,1.05,500000.0000000004,299.9999999999999,2260.27981829008,0.2042900378464062,0.00014425168702845593,4.039147384738524e-15,0.005888454934684397,0.0005802380171480931,0.01416361764820715,0.08360271735345205,0.19043377967639863
0.0,0.85,500000.0000000003,300.0,2080.924688583051,0.154296297203706,0.00016941725146298427,2.5705596044372627e-20,0.00022337920477043732,0.029164635936555182,0.0005407875405521214,0.0809021161572551,0.16292870096936407
0.3,1.0,500000.0000000002,300.0000000000001,2172.517505148681,0.1398351735521283,0.00019185124781705056,3.099456222645643e-17,0.0013935660688690773,0.003251329273975446,0.004997448733825486,0.12438620958746684,0.18013058927447456
0.5,0.9,100000.0000000001,300.0,1956.349426754002,0.1793299739829017,0.0007216893978053247,5.8055800961317e-20,0.0005296211465879077,0.018822941434381738,0.0023498675435118595,0.1558361710714205,0.15759893558975432
0.5,1.05,500000.0000000003,299.9999999999995,2050.521475482278,0.08375439727951645,0.00028462192328673107,1.951046656252109e-15,0.003065864090200921,0.00011832566557339686,0.013661793599913399,0.1649124964661402,0.1764035507445391
0.7,0.9,100000.0000000001,300.0,1772.419054999737,0.08370256190828118,0.0012590049553438893,2.848714122683432e-21,0.00017138200141115923,0.016713762547204407,0.0010814087590355148,0.23779299642903218,0.14333486695519912
0.3,0.95,100000.0,299.9999999999999,2094.942562192637,0.2684729375128659,0.000551737082767271,2.0133201307352332e-18,0.0016402895126342702,0.012149888239710565,0.005611982937613424,0.11803817930002403,0.17120976127549375
0.5,1.2,100000.0,299.9999999999998,1907.942982306868,0.1451681659130478,0.0008457341984146305,5.924350259236051e-14,0.014774154788187097,1.7646461758926394e-05,0.049994684416771226,0.1442271460596385,0.18069198365141229
0.7,0.95,100000.0000000001,300.0,1807.142749163971,0.08536133465544034,0.001260349343020554,7.459567375130154e-20,0.00040176379649345867,0.009462009074349879,0.0025929534517323926,0.2460097680105402,0.14887476994833454
0.0,1.15,100000.0,300.0000000000001,2172.534063548303,0.3715528856815986,0.0004380819541956293,1.9341374152864205e-14,0.019424265312776603,0.0001857004625918767,0.036157997369020534,0.06807885883516951,0.1898712605619112
0.5,0.8,100000.0000000001,299.9999999999998,1845.695033167544,0.1491426964823328,0.0008032852891893273,3.2459684840086743e-22,0.00012001471214087744,0.036286061416552814,0.0004923562625174814,0.14279224202269483,0.14348043895131318
0.7,0.95,500000.0000000002,300.0,1825.670175576413,0.02891227281483065,0.0006671152840716735,1.1864247458899078e-21,5.0452214200995426e-05,0.008396564330521992,0.0003284884597491707,0.24858222779595146,0.14977249270623072
0.0,1.1,100000.0000000001,299.9999999999999,2204.212655713321,0.3826503010725176,0.0004331940633935335,3.187546614432814e-15,0.012734919404095577,0.0006747970725109906,0.026511641417546233,0.07445145864588854,0.18960283306233466
0.1,1.15,500000.0000000002,300.0,2155.231728872323,0.1638585326321504,0.00016815967528257918,4.777053318595739e-13,0.017396543188403547,1.7864281052495682e-05,0.03663086993497807,0.07805429747519153,0.19022212154230214
0.7,0.85,500000.0000000002,299.9999999999995,1733.738010062395,0.02583950890113811,0.0007080038133251051,1.1928254454744122e-18,1.122762944311844e-05,0.02457309419577369,6.62968825173766e-05,0.22877315027276793,0.13772984976400182
0.3,1.05,100000.0000000001,299.9999999999999,2128.703888780219,0.2799600745724198,0.0005396638741201298,2.196772759188243e-16,0.005453383788595831,0.0021297275674464263,0.017613693038842335,0.1162788287361955,0.18203343891510382
0.5,0.95,100000.0,299.9999999999998,1996.960759202512,0.1877371374688648,0.0007078258493919846,7.189722876196225e-19,0.0010465609619096008,0.011321733952126387,0.004727911916429027,0.1605146111890698,0.1640573341140912
0.3,0.9,500000.0000000003,300.0,2070.627879355189,0.125890507720842,0.0002005085647675584,7.222304459713915e-20,0.0002619600205904094,0.01910207120120333,0.0008983242642905349,0.11739191915629511,0.1656957050492566
0.7,1.1,500000.0000000003,299.9999999999991,1776.38052947662,0.0196561377977803,0.0009551525768137567,8.619266216367205e-14,0.00433152756311777,5.37911097790861e-07,0.024977606191450785,0.24845275510206422,0.1605415211926665
0.7,1.0,500000.0000000003,300.0,1862.794780659988,0.02745109249726522,0.0007169831693661613,2.4502825786151283e-19,0.00020817983705990494,0.0011463542244614273,0.0014018522926039535,0.25709199151735146,0.15536850483322565
0.0,0.95,100000.0,300.0,2176.337432410572,0.3555405962912087,0.00045535301467203234,4.678156515850182e-18,0.002404233360183304,0.012670086728997521,0.005976202193309738,0.08377626103787644,0.1765145437844401
0.7,1.05,100000.0000000001,300.0,1813.005753765466,0.07872030824478986,0.0013564306670745129,1.060140743290684e-16,0.0022568140272387497,0.000730682194788759,0.014008248541402918,0.2519865218669396,0.15766096740417218
0.5,1.0,100000.0,300.0,2021.29209209806,0.1910444000934289,0.0007051528865841597,9.584346583457777e-18,0.0020344977270278035,0.0053347176685275485,0.009148170064198989,0.16281548599413811,0.16982385460651123
0.1,0.85,100000.0,299.9999999999999,2047.491387700999,0.2805937085814291,0.0005229292842765277,4.0790302325124397e-20,0.0006035234380288534,0.029136674205115617,0.0015941704656720797,0.08801603365970619,0.16062211859172837
0.1,0.95,500000.0000000003,299.9999999999999,2192.026428359255,0.1740420793679322,0.00016019365727005448,2.9617131295116104e-18,0.0008389324500454404,0.010817915440879644,0.002399038419396713,0.09662270431266508,0.1776298883667844
0.3,0.9,100000.0000000001,300.0,2050.206038175872,0.2526518851214794,0.0005680627873108706,2.0387024345058594e-19,0.0008720528661871682,0.019785328264347177,0.0029474287735342703,0.11523738951693718,0.16431581762405187
0.0,0.85,100000.0,300.0,2067.060793751877,0.3001094198203072,0.0004993885986732531,5.255458393502082e-20,0.0006724404916888114,0.02934711081168719,0.0016189753281921045,0.07974643293193752,0.1618700951603285
0.1,0.95,100000.0000000001,299.9999999999999,2154.365433791037,0.3301701498057988,0.00047857193982126206,3.80311649391254e-18,0.0021786153193860238,0.012553437418884,0.005962039065902232,0.09281533418219753,0.1751611322484396
0.3,0.95,500000.0000000002,299.9999999999999,2129.784900032149,0.1351691577672203,0.0001935058969391736,1.051315728082562e-18,0.0005594019231142897,0.010418927651793117,0.0019883003509751527,0.12198520051016604,0.17323092774599502
0.3,1.1,100000.0000000001,299.9999999999999,2108.527966359829,0.2751355537135801,0.0005422696730221096,2.1000553131468684e-15,0.009273032050166776,0.0005322957236738162,0.027622615209777164,0.1108002981054205,0.18515023470463424
0.5,0.85,100000.0000000001,299.9999999999998,1904.696137411682,0.1663778921246778,0.0007518613562816292,4.412906968685374e-21,0.00025587187822627324,0.02728729284178649,0.0010968834415679258,0.14971232767767298,0.15077228294720524
0.0,0.9,100000.0000000001,300.0000000000001,2128.107540123925,0.3310887135583568,0.0004727354384186124,5.120885951896396e-19,0.0012930768594185853,0.02046442106657193,0.0031955924919815043,0.08241673251278768,0.1695657380264214
0.3,1.0,100000.0,300.0000000000001,2123.538778661902,0.277473160501059,0.0005428781986842975,2.0564136351881915e-17,0.003024091230343507,0.006001526141890799,0.010230922396862517,0.11873379111152932,0.17721248579749058
0.1,0.9,100000.0000000001,300.0000000000001,2106.951591549628,0.3080207827962569,0.0004962990143853637,4.002112034441477e-19,0.0011608718417378998,0.02034471045762029,0.0031548517788510025,0.0911311986998844,0.16811923742785695
0.7,1.1,100000.0,299.9999999999991,1773.711294823638,0.07017147506823403,0.001468855336293406,2.1352162384841583e-15,0.00436837273500841,8.520132869108952e-05,0.02515583547865342,0.24820078888777417,0.16025943686403404
0.7,1.15,100000.0,300.0000000000005,1727.461319633077,0.05801575223034386,0.0017029936005523696,1.821207987864227e-14,0.006882806881861556,1.4237442568983476e-05,0.03654730442405713,0.24373405209079846,0.16199862555790004
0.5,1.0,500000.0000000002,300.0,2069.067374502175,0.08707974762621183,0.00027698487949559856,7.011802263978297e-18,0.0007594808290640384,0.002405412189829138,0.003600249597272134,0.16896082674861654,0.17226546116167557
0.3,0.8,500000.0000000003,299.9999999999999,1935.599110093629,0.09623376218739406,0.00023954380590424684,1.3511991769416695e-21,6.0592737546558e-05,0.037720923253215445,0.0001872401710141928,0.10649960887894919,0.14974669288468803
0.3,1.05,500000.0000000004,299.9999999999999,2165.954465639953,0.1390435466896339,0.00019242196560124744,2.496178476400839e-15,0.004197741589653441,0.0003312682174265529,0.014113275655980913,0.12011712084612924,0.18463054903534637
0.3,1.2,100000.0000000001,299.9999999999997,2030.400955402523,0.2392199162225817,0.0005909390562002468,6.588186570683745e-14,0.020035190241115348,3.610036505838005e-05,0.049076004631653694,0.09759619126349431,0.18702847436620842
0.0,1.2,500000.0000000002,300.0000000000001,2141.254693615218,0.1593681185170818,0.00017416959284956716,2.39763896433774e-12,0.026973983418997288,6.130526799685889e-06,0.045140306929941414,0.062350762309280085,0.1894174611304327
0.1,0.8,500000.0000000005,299.9999999999999,1986.357007342856,0.1210594891113944,0.00020106848708439272,1.4695266897301399e-21,9.125378646905415e-05,0.038639749545245634,0.0002287029815802878,0.08467239964283281,0.15317698108143885
0.5,1.15,500000.0000000002,299.9999999999993,1956.432283272376,0.06312369229640467,0.00035674452031862747,3.9640658829212775e-13,0.010418024499997975,2.57043816713023e-06,0.03855850053756167,0.15067344450833225,0.1800456102709982
0.3,1.2,500000.0000000003,299.9999999999997,2033.892949875441,0.09580571903564505,0.00025901553261986664,2.1350976816507695e-12,0.019793189351710705,2.514724703503676e-06,0.04879927863070292,0.09807081064305788,0.18722729737720376
0.1,1.05,500000.0000000005,299.9999999999999,2235.11689439199,0.1847774369935081,0.0001553763754163053,3.4685560118376184e-15,0.005340044838140605,0.0005157690602812151,0.014226021593670072,0.09327440296774037,0.18898615381599018
0.0,0.8,500000.0000000003,300.0,2005.335549877845,0.1312522544330454,0.0001890752955211814,2.086037521198706e-21,0.00010589176519174775,0.038905592131168905,0.00024242556996015497,0.07680560817758608,0.15444099084872465
0.0,1.05,100000.0000000001,299.9999999999999,2219.354300355223,0.3824284127060261,0.0004364149377273612,3.7987042220439954e-16,0.007595704393400027,0.002393759006523368,0.017415604918723817,0.08007892892727564,0.187182657707502
0.5,1.1,500000.0000000004,299.9999999999998,2003.612527875978,0.07559078893556778,0.0003060792574848581,4.9402449137139534e-14,0.006540197875239488,1.3272360962355606e-05,0.026530737977721458,0.15752053217419767,0.1785027856088991
0.7,1.2,100000.0,299.9999999999995,1680.830384496618,0.04296818725477002,0.0021992171422079688,9.871979519028753e-14,0.009671588358622224,3.800159265069145e-06,0.047377814630926864,0.2395462762348907,0.16324660144236616
0.3,1.1,500000.0000000005,299.9999999999999,2124.045900338355,0.13161079179379,0.0001986070906612873,5.322805796499014e-14,0.008742992504601537,4.528392931976755e-05,0.02643046488266467,0.11218279935289828,0.1864697391705088
0.5,1.05,100000.0,299.9999999999995,2021.184816409061,0.1891619834047748,0.0007110729493073303,1.346461413878339e-16,0.0038488405200780415,0.001677974501606364,0.016650501433956823,0.16149318949094735,0.17457734385742155
0.1,1.2,100000.0000000001,299.9999999999999,2106.967785047788,0.3158589898451524,0.00048725838485998694,7.723750584302723e-14,0.024860736891434063,5.2413607194951404e-05,0.04663563881259309,0.07126534997927254,0.18864051746508165
0.5,0.9,500000.0000000002,300.0,1973.37112959748,0.08165834730467382,0.00027961203671835887,9.493137399945697e-21,0.00012472810252416372,0.01814428995337834,0.0005566814770829872,0.15781485900108663,0.1586107987858598
0.5,1.1,100000.0000000001,299.9999999999998,1993.809657537364,0.1808610656158283,0.0007277457915127242,1.6285742278842575e-15,0.006789914647921481,0.00033912994144226667,0.027304692527019326,0.15653603695403018,0.17777841471246483
0.0,1.0,100000.0000000001,300.0,2209.894636691602,0.3729339389450178,0.00044391311301421023,4.0641391432939237e-17,0.004286817133083513,0.006390917413680596,0.010441449475837602,0.08331548766763604,0.1825780447564986
0.5,0.8,500000.0000000002,299.9999999999998,1850.589714595058,0.06310880480369979,0.0003341951345512491,8.987405377306999e-20,2.900476111999544e-05,0.03623195329909848,0.00011609543169914157,0.14324096253873786,0.14384870723892368
0.1,1.1,500000.0000000004,300.0,2198.137035103933,0.1793366995512672,0.00015736296821168533,6.516135838111416e-14,0.010906728162243359,7.8923501847966e-05,0.02578055819595634,0.08533780534993633,0.19046707818109102
0.5,0.85,500000.0000000003,299.9999999999998,1914.042044933928,0.07369730049146261,0.00029798050379234014,7.982564835837235e-22,6.0646340350664124e-05,0.027015464016930293,0.0002576070128607798,0.15073647872967966,0.15128005481296272
0.3,1.15,500000.0000000001,300.0000000000001,2078.68223532085,0.1166903114490829,0.0002180729856315372,4.14899111146349e-13,0.01402809833001419,9.503642166096933e-06,0.03814745979731675,0.10465179505125838,0.1872846645466331
0.1,0.8,100000.0000000001,299.9999999999999,1979.794004864071,0.2481637897855965,0.0005622811666857312,3.530836794766438e-21,0.0002944955980578602,0.03854475003650636,0.0007452475532454981,0.08409955067549418,0.1526866644298757
0.7,0.85,100000.0,299.9999999999995,1729.384201298589,0.07896026804099392,0.0012964387086678753,2.8434585269364785e-21,7.458833964853594e-05,0.02469494570463373,0.0004554191356865527,0.22830314742958147,0.13742067571292227
0.0,1.15,500000.0000000001,300.0000000000001,2184.160707774018,0.1851201646449958,0.00015362618740693003,5.122763159548696e-13,0.01897942067747831,2.1937560017882345e-05,0.035676884367927576,0.06867109725274737,0.19102545440216495
0.1,1.0,100000.0,300.0000000000002,2186.544913003622,0.3450284030302697,0.00046792607909554735,3.382314889179318e-17,0.0038967470941963745,0.006303520015288067,0.010479142110712566,0.09265642733685311,0.18127112718183605
0.7,1.0,100000.0,300.0,1825.248751960696,0.08376412927027227,0.0012935829860140791,2.6734176686983713e-18,0.0009667471113803822,0.0037293132977020424,0.006243868588978646,0.2514950342423742,0.15381638762428343
0.0,0.95,500000.0000000003,300.0,2214.606771690645,0.1901851242170089,0.00015005085773157675,4.1890145877095934e-18,0.0009672095108955812,0.010946026368853548,0.0025171808347883746,0.08745738247165465,0.17916632845571137
0.5,1.15,100000.0000000001,299.9999999999993,1952.605968280469,0.1663916392930618,0.0007660598433097316,1.2192318765241303e-14,0.010556307250614344,6.74376225867235e-05,0.03891535030847326,0.1502190440603033,0.17969181480527477
0.0,1.0,500000.0000000002,300.0,2260.149383442979,0.2005560810491977,0.00014639166481596774,9.459068101392809e-17,0.002254905412525497,0.003795843633394029,0.005854700074033078,0.08820251201471598,0.18614671818422374
0.3,0.85,100000.0,299.9999999999998,1993.689616153671,0.2319042121732502,0.0005957383710927022,1.9166436188213532e-20,0.0004447413861819391,0.02846655247191936,0.0014569776002808575,0.11099450028001968,0.1570165688772582
0.0,1.2,100000.0,300.0000000000001,2135.17232267342,0.3487748909088954,0.00045578043897459715,8.367149848985549e-14,0.027133287026337955,5.8839816529856326e-05,0.045220052992775615,0.06212832674622245,0.18873681566575345
0.1,0.9,500000.0000000002,300.0000000000001,2130.038574119438,0.1601525918495045,0.00016733379730371687,2.1398735010949824e-19,0.0003979370867424558,0.019565024035659895,0.0011039174571730878,0.09331742275557023,0.16977324914551864
0.0,0.8,100000.0,300.0,1998.003893420788,0.264894514872526,0.0005377317888061101,4.627237476524948e-21,0.00032960707771496857,0.03882972532313978,0.0007605414704563939,0.07623289843486467,0.15386170265817262
0.0,0.9,500000.0000000002,300.0000000000001,2151.88500895936,0.1745285324216479,0.0001571242060990355,3.09660809915039e-19,0.0004617072230217695,0.019717650675038872,0.0011675641706222737,0.08457478405482939,0.1712845132086693
0.7,1.05,500000.0000000003,300.0,1826.309179259536,0.02426847392053083,0.0007911382291991372,2.7917055013990525e-15,0.0020110221530002265,5.973533967600853e-06,0.012638262888783815,0.25367757256571455,0.1583907598299505
0.7,1.2,500000.0000000002,299.9999999999995,1681.846279829856,0.01188279789668568,0.0015743323266020836,2.149063434976421e-08,0.009669491914840518,1.9941947863108756e-08,0.047406241756055074,0.23953745148451017,0.16335109645972168
0.1,1.15,100000.0,300.0,2145.662412918772,0.3390195481216866,0.00046603170309844,1.751237922476206e-14,0.01778835122963584,0.00017038239438975177,0.03709714197219603,0.07741014419712346,0.18933235161261208
0.1,1.2,500000.0000000003,299.9999999999999,2111.962595662198,0.1397656928862645,0.00019257669874016173,2.2738394426004033e-12,0.024738542410815335,4.921590303453903e-06,0.046551192894492534,0.07147503333220656,0.18927285274908132
0.3,0.85,500000.0000000004,299.9999999999998,2005.555290116823,0.1126352843932655,0.00021467699735828888,6.132831798541016e-21,0.00012754451295889362,0.028228464051539857,0.00041735771513920863,0.11214038544188126,0.1578416486726934
